event_time,user_id,session_id,event_type,channel,premium_amount
2025-10-03 12:25:22,1545,s_3941,signup,Google Ads,17086099
2025-10-28 11:51:28,3902,s_3942,quote_view,Social,39326899
2025-10-08 18:53:30,4498,s_3943,signup,Organic,31026900
2025-10-15 07:34:33,1781,s_3944,signup,Social,8245609
2025-10-23 08:32:36,2151,s_3945,policy_click,Social,48184874
2025-10-26 10:02:23,4883,s_3946,signup,Google Ads,31705980
2025-10-14 01:08:07,4469,s_3947,purchase,Referral,19149411
2025-10-08 09:36:35,4434,s_3948,signup,Referral,26440771
2025-10-20 20:42:06,1057,s_3949,quote_view,SMS,32081327
2025-10-05 21:55:02,1446,s_3950,signup,Organic,45543430
2025-10-21 14:31:01,1969,s_3951,purchase,Social,45505439
2025-10-03 15:29:12,1097,s_3952,signup,SMS,14547360
2025-10-26 06:51:05,1882,s_3953,quote_view,Social,6361720
2025-10-16 21:52:14,1205,s_3954,signup,Social,5735550
2025-10-09 16:40:47,1921,s_3955,policy_click,Organic,32476812
2025-10-03 09:28:44,3584,s_3956,signup,Organic,28991615
2025-10-10 17:48:08,3140,s_3957,quote_view,SMS,26795984
2025-10-22 05:00:13,3975,s_3958,quote_view,Referral,47654516
2025-10-08 05:03:51,3420,s_3959,quote_view,Social,41617719
2025-10-03 20:36:08,2039,s_3960,policy_click,Google Ads,8533991
2025-10-23 07:03:18,1733,s_3961,signup,SMS,23238181
2025-10-24 11:34:11,32,s_3962,quote_view,Social,8783806
2025-10-22 04:27:19,1969,s_3963,policy_click,Organic,27317562
2025-10-10 07:21:09,2975,s_3964,policy_click,Organic,34590577
2025-10-25 05:11:57,3331,s_3965,quote_view,Organic,33957507
2025-10-01 19:05:45,3569,s_3966,purchase,Organic,27369351
2025-10-19 14:59:41,2926,s_3967,signup,Referral,39364833
2025-10-21 07:08:22,2223,s_3968,quote_view,Referral,20313653
2025-10-06 15:30:43,3439,s_3969,signup,Social,23201842
2025-10-13 17:27:08,15,s_3970,policy_click,Social,42582749
2025-10-12 17:06:27,3123,s_3971,signup,SMS,19747094
2025-10-19 11:02:08,107,s_3972,purchase,Organic,23064791
2025-10-07 23:58:50,3794,s_3973,signup,Organic,22038443
2025-10-30 19:00:00,4565,s_3974,quote_view,Google Ads,6503173
2025-10-01 04:00:25,202,s_3975,quote_view,Google Ads,24592984
2025-10-04 15:07:05,1795,s_3976,quote_view,Organic,35006476
2025-10-01 21:29:07,1409,s_3977,signup,Google Ads,22434529
2025-10-20 00:59:41,917,s_3978,quote_view,Google Ads,31908952
2025-10-06 23:21:06,4432,s_3979,signup,Organic,12072785
2025-10-13 17:18:26,1685,s_3980,signup,Referral,34108192
2025-10-17 02:36:59,3167,s_3981,quote_view,Referral,18030597
2025-10-16 11:16:48,65,s_3982,purchase,Social,43958469
2025-10-08 21:40:51,4649,s_3983,quote_view,Referral,6242577
2025-10-11 23:50:56,4320,s_3984,policy_click,Organic,28582698
2025-10-19 00:33:49,3651,s_3985,policy_click,Google Ads,25743270
2025-10-20 23:20:12,2016,s_3986,purchase,Organic,38457187
2025-10-29 01:38:52,1322,s_3987,policy_click,SMS,35065866
2025-10-27 05:21:27,4025,s_3988,purchase,Google Ads,40807889
2025-10-23 12:24:46,613,s_3989,signup,Organic,18494286
2025-10-22 19:19:58,652,s_3990,policy_click,Social,23258920
2025-10-05 18:50:37,4814,s_3991,purchase,Social,8897688
2025-10-21 19:40:06,1388,s_3992,quote_view,Google Ads,10245003
2025-10-07 21:52:11,2867,s_3993,policy_click,Referral,39856973
2025-10-01 08:07:31,2121,s_3994,policy_click,Social,11069806
2025-10-21 21:00:29,4764,s_3995,purchase,SMS,19714549
2025-10-12 05:49:48,3196,s_3996,signup,Google Ads,49990521
2025-10-19 07:41:44,4110,s_3997,purchase,SMS,7652876
2025-10-05 14:53:05,3829,s_3998,purchase,Google Ads,32229853
2025-10-19 23:04:59,3129,s_3999,policy_click,Referral,18561133
2025-10-20 13:49:28,4867,s_4000,purchase,Organic,5282127
2025-10-17 00:49:47,3106,s_4001,quote_view,Google Ads,33429440
2025-10-07 03:02:05,538,s_4002,purchase,Organic,33428968
2025-10-04 17:37:50,2419,s_4003,quote_view,Google Ads,8866488
2025-10-14 19:45:41,2208,s_4004,quote_view,Referral,12144218
2025-10-19 03:33:01,3178,s_4005,purchase,SMS,33670156
2025-10-13 19:41:06,2323,s_4006,signup,Organic,21618448
2025-10-17 18:09:14,2038,s_4007,quote_view,SMS,20883163
2025-10-12 18:52:44,4354,s_4008,quote_view,Google Ads,42625910
2025-10-06 16:09:27,963,s_4009,quote_view,Google Ads,32087940
2025-10-17 04:57:52,1244,s_4010,signup,Referral,48700320
2025-10-28 11:55:40,533,s_4011,purchase,Google Ads,16621101
2025-10-04 12:03:07,1870,s_4012,signup,Referral,18779354
2025-10-20 21:54:02,3131,s_4013,purchase,Google Ads,28224932
2025-10-05 23:53:20,1654,s_4014,quote_view,SMS,47931567
2025-10-25 00:17:58,113,s_4015,policy_click,Google Ads,5100645
2025-10-29 10:22:05,1300,s_4016,quote_view,Organic,48153692
2025-10-17 11:17:14,2305,s_4017,purchase,Social,44596834
2025-10-19 01:47:18,4425,s_4018,signup,Organic,11903442
2025-10-19 11:38:32,3307,s_4019,quote_view,Organic,30951620
2025-10-06 02:02:58,4147,s_4020,quote_view,Referral,22156376
2025-10-09 01:54:10,1702,s_4021,purchase,Google Ads,18048685
2025-10-17 15:30:41,3815,s_4022,purchase,SMS,9089778
2025-10-01 12:00:37,221,s_4023,policy_click,Google Ads,43412481
2025-10-24 04:03:32,2831,s_4024,quote_view,Social,35833340
2025-10-20 04:01:34,2644,s_4025,quote_view,Google Ads,37035726
2025-10-10 02:09:05,3881,s_4026,quote_view,Social,25446335
2025-10-13 01:53:57,4318,s_4027,policy_click,Social,25007468
2025-10-27 05:56:24,3782,s_4028,policy_click,Organic,29225541
2025-10-16 06:44:34,1959,s_4029,quote_view,Social,16993785
2025-10-21 01:55:21,1297,s_4030,purchase,Social,29778624
2025-10-01 13:22:47,1033,s_4031,signup,SMS,43727496
2025-10-16 00:03:01,4323,s_4032,quote_view,Referral,23059306
2025-10-16 22:45:58,2606,s_4033,quote_view,Google Ads,49785677
2025-10-28 02:55:02,3184,s_4034,quote_view,SMS,23242633
2025-10-17 22:40:11,4951,s_4035,purchase,Referral,16178034
2025-10-22 13:20:05,3229,s_4036,policy_click,Organic,20620805
2025-10-12 23:39:52,1476,s_4037,signup,SMS,31980642
2025-10-12 03:08:51,2366,s_4038,signup,SMS,22854818
2025-10-11 05:25:13,2408,s_4039,policy_click,Organic,24174635
2025-10-16 05:56:34,936,s_4040,quote_view,Social,13278282
2025-10-30 00:37:17,2968,s_4041,quote_view,Organic,29534874
2025-10-28 08:52:22,2950,s_4042,signup,Google Ads,10568025
2025-10-26 17:12:41,2246,s_4043,signup,Organic,45579160
2025-10-22 11:29:28,2638,s_4044,quote_view,SMS,8101778
2025-10-29 13:26:17,4338,s_4045,purchase,Organic,11805455
2025-10-08 21:37:02,3951,s_4046,quote_view,Google Ads,40288881
2025-10-25 09:38:32,2659,s_4047,purchase,Social,36737785
2025-10-29 11:56:12,1815,s_4048,quote_view,Social,37165803
2025-10-01 02:05:43,3284,s_4049,signup,Referral,26592523
2025-10-11 08:14:03,1297,s_4050,quote_view,Referral,24929932
2025-10-29 20:41:31,3156,s_4051,quote_view,Google Ads,46407888
2025-10-10 16:55:37,1648,s_4052,policy_click,Referral,28390156
2025-10-15 21:38:09,360,s_4053,quote_view,Social,42838416
2025-10-10 20:11:02,3453,s_4054,quote_view,Social,5591488
2025-10-10 04:50:43,3612,s_4055,quote_view,Referral,34656606
2025-10-04 04:40:16,1165,s_4056,signup,Organic,16395682
2025-10-10 16:11:27,3245,s_4057,quote_view,Social,22738918
2025-10-23 01:43:50,4026,s_4058,purchase,Referral,14105854
2025-10-13 20:41:30,3701,s_4059,purchase,Referral,7718725
2025-10-12 15:31:38,503,s_4060,quote_view,Google Ads,39509154
2025-10-12 04:23:40,4205,s_4061,signup,Google Ads,13907547
2025-10-08 08:40:24,4839,s_4062,purchase,Social,12013298
2025-10-07 21:17:47,1344,s_4063,quote_view,SMS,29134771
2025-10-24 16:55:49,3380,s_4064,quote_view,Referral,19074856
2025-10-26 11:33:20,3813,s_4065,purchase,Organic,11657323
2025-10-28 10:06:24,811,s_4066,signup,SMS,13651983
2025-10-19 21:13:49,786,s_4067,signup,Referral,13898715
2025-10-27 12:22:18,228,s_4068,purchase,SMS,38271551
2025-10-13 02:22:38,4948,s_4069,quote_view,Referral,17076020
2025-10-23 02:00:10,828,s_4070,signup,Referral,35704199
2025-10-04 23:12:55,379,s_4071,policy_click,SMS,34222622
2025-10-12 12:10:33,3812,s_4072,quote_view,Google Ads,35419704
2025-10-04 13:36:16,2026,s_4073,signup,Referral,25604013
2025-10-18 04:57:10,3365,s_4074,quote_view,Social,25320285
2025-10-01 23:46:31,3377,s_4075,policy_click,SMS,38278966
2025-10-12 22:51:13,2339,s_4076,purchase,Google Ads,45833381
2025-10-27 08:29:21,1129,s_4077,policy_click,Organic,6728029
2025-10-19 11:35:25,291,s_4078,quote_view,Referral,47654543
2025-10-29 10:11:26,3549,s_4079,purchase,Referral,49892890
2025-10-24 16:26:56,2725,s_4080,policy_click,Social,21572202
2025-10-22 17:25:32,60,s_4081,signup,Google Ads,33746827
2025-10-24 06:48:38,4202,s_4082,policy_click,Referral,11121004
2025-10-06 14:32:11,2671,s_4083,quote_view,Google Ads,33246761
2025-10-17 17:02:54,3340,s_4084,signup,Referral,22383155
2025-10-23 14:02:10,2790,s_4085,policy_click,Organic,37184790
2025-10-11 07:56:06,3655,s_4086,quote_view,Social,48921333
2025-10-29 06:18:22,3191,s_4087,purchase,Organic,11675181
2025-10-23 08:30:30,4996,s_4088,policy_click,Organic,6887718
2025-10-08 08:09:58,2493,s_4089,purchase,SMS,24427442
2025-10-01 17:37:54,4402,s_4090,signup,Organic,46753970
2025-10-24 23:23:27,2663,s_4091,purchase,Social,8145891
2025-10-08 22:14:33,202,s_4092,quote_view,Social,8279640
2025-10-22 12:00:00,3162,s_4093,signup,Referral,17732628
2025-10-29 14:31:32,471,s_4094,policy_click,Organic,30567524
2025-10-22 12:17:06,3027,s_4095,purchase,Google Ads,15486155
2025-10-13 17:36:48,3357,s_4096,signup,SMS,45458143
2025-10-30 00:02:57,3755,s_4097,signup,SMS,34051301
2025-10-07 08:20:42,2357,s_4098,policy_click,SMS,32446351
2025-10-13 12:24:18,3974,s_4099,policy_click,Social,12612352
2025-10-19 17:23:01,4829,s_4100,policy_click,Social,42684604
2025-10-08 00:32:56,2584,s_4101,policy_click,Referral,44008824
2025-10-07 05:59:49,4472,s_4102,purchase,Organic,10985165
2025-10-27 15:51:45,3786,s_4103,signup,Social,26782967
2025-10-19 23:51:29,2547,s_4104,policy_click,SMS,39640168
2025-10-11 11:35:10,2684,s_4105,signup,Social,17015666
2025-10-09 04:37:32,4238,s_4106,signup,Organic,5383443
2025-10-13 04:06:04,3124,s_4107,quote_view,Social,24555778
2025-10-13 13:14:55,3142,s_4108,quote_view,Organic,40402228
2025-10-18 23:03:35,2308,s_4109,policy_click,Referral,21482827
2025-10-21 06:46:02,3791,s_4110,policy_click,Social,25684896
2025-10-01 02:30:13,3111,s_4111,quote_view,Organic,6140332
2025-10-18 03:21:45,348,s_4112,signup,Organic,37807680
2025-10-21 20:32:32,1602,s_4113,policy_click,Google Ads,28333522
2025-10-25 15:15:20,3597,s_4114,purchase,Referral,34075137
2025-10-15 23:59:04,3778,s_4115,policy_click,Social,41728044
2025-10-24 07:56:31,4924,s_4116,policy_click,Google Ads,44881287
2025-10-27 10:26:37,2554,s_4117,purchase,Social,18832317
2025-10-24 02:05:19,4521,s_4118,policy_click,SMS,22679619
2025-10-29 23:53:11,3779,s_4119,signup,SMS,14196058
2025-10-08 20:34:30,322,s_4120,purchase,Organic,31814816
2025-10-26 18:35:54,3662,s_4121,purchase,Google Ads,20933031
2025-10-28 08:35:31,2298,s_4122,quote_view,Organic,19329839
2025-10-01 16:05:55,180,s_4123,signup,Organic,6556145
2025-10-04 17:20:51,3966,s_4124,quote_view,Organic,44975362
2025-10-01 14:10:33,1713,s_4125,signup,SMS,42112520
2025-10-01 13:06:59,29,s_4126,policy_click,Organic,42105865
2025-10-30 20:42:28,3568,s_4127,quote_view,Organic,47363420
2025-10-21 05:10:57,2034,s_4128,policy_click,Organic,34896020
2025-10-03 07:05:00,738,s_4129,policy_click,Organic,18919478
2025-10-17 20:48:35,3720,s_4130,quote_view,Google Ads,46720948
2025-10-19 13:53:10,55,s_4131,quote_view,Social,22795453
2025-10-29 14:38:42,2926,s_4132,policy_click,Google Ads,10031849
2025-10-27 06:40:29,1434,s_4133,policy_click,Referral,21998641
2025-10-11 14:53:49,2065,s_4134,signup,Google Ads,41752720
2025-10-12 21:45:52,3643,s_4135,policy_click,Referral,25844533
2025-10-05 05:49:00,4184,s_4136,purchase,SMS,29099062
2025-10-25 11:05:27,3295,s_4137,policy_click,Social,33135060
2025-10-02 13:09:43,3856,s_4138,policy_click,Organic,25435906
2025-10-24 01:55:02,2752,s_4139,policy_click,Referral,28811901
2025-10-04 03:22:06,3634,s_4140,quote_view,SMS,42021082
2025-10-20 07:18:50,725,s_4141,quote_view,Social,37641244
2025-10-23 06:12:36,1254,s_4142,purchase,Referral,45293550
2025-10-12 10:43:55,1178,s_4143,policy_click,SMS,46629209
2025-10-23 10:33:34,1297,s_4144,signup,Organic,31348424
2025-10-14 19:16:08,895,s_4145,signup,SMS,15630746
2025-10-02 09:24:30,2500,s_4146,policy_click,SMS,32468303
2025-10-14 03:58:05,1330,s_4147,policy_click,Organic,46798711
2025-10-18 07:28:54,2475,s_4148,policy_click,Referral,32857382
2025-10-12 21:09:57,2628,s_4149,policy_click,SMS,32438362
2025-10-15 11:16:48,4347,s_4150,policy_click,Organic,48617736
2025-10-24 00:59:31,2451,s_4151,quote_view,Referral,23966593
2025-10-20 17:12:05,2969,s_4152,purchase,Organic,15869737
2025-10-04 10:12:23,1170,s_4153,quote_view,Google Ads,23639751
2025-10-30 14:19:05,3440,s_4154,signup,Referral,42640709
2025-10-01 09:35:10,2368,s_4155,quote_view,Google Ads,14058874
2025-10-18 21:23:25,4295,s_4156,quote_view,SMS,34869842
2025-10-02 00:25:19,1465,s_4157,purchase,SMS,15434796
2025-10-14 10:40:19,2193,s_4158,signup,SMS,30816219
2025-10-09 11:32:06,1731,s_4159,signup,Referral,13611805
2025-10-30 03:49:03,3295,s_4160,policy_click,Social,14957338
2025-10-04 15:36:26,1124,s_4161,purchase,Referral,10781676
2025-10-24 23:42:24,4622,s_4162,quote_view,Referral,8639711
2025-10-20 23:46:43,1489,s_4163,quote_view,Social,26164988
2025-10-06 13:24:25,265,s_4164,quote_view,Referral,41554895
2025-10-02 12:27:15,2030,s_4165,signup,Google Ads,10250949
2025-10-28 21:57:16,1244,s_4166,signup,Social,43121921
2025-10-30 18:48:03,3767,s_4167,quote_view,Social,37623421
2025-10-03 19:52:47,396,s_4168,signup,Google Ads,42294825
2025-10-10 10:47:42,1481,s_4169,policy_click,Social,18224257
2025-10-23 17:17:58,108,s_4170,quote_view,Social,24133378
2025-10-25 14:50:22,3564,s_4171,quote_view,Google Ads,45210066
2025-10-11 10:49:57,2907,s_4172,policy_click,Organic,27692611
2025-10-14 13:54:39,4732,s_4173,signup,Organic,25323704
2025-10-18 00:41:14,3439,s_4174,quote_view,Organic,19128682
2025-10-28 23:15:51,3197,s_4175,policy_click,Google Ads,19071953
2025-10-11 04:07:19,1186,s_4176,purchase,SMS,35903249
2025-10-20 13:40:16,4132,s_4177,policy_click,Referral,14436782
2025-10-30 13:48:18,3076,s_4178,quote_view,Social,22098925
2025-10-18 11:19:39,413,s_4179,policy_click,Google Ads,43285164
2025-10-23 12:06:44,3159,s_4180,signup,Referral,36611637
2025-10-28 13:56:10,483,s_4181,quote_view,Google Ads,42679917
2025-10-22 03:53:29,2960,s_4182,quote_view,Social,34193940
2025-10-13 00:56:50,3848,s_4183,signup,SMS,25711014
2025-10-04 12:02:50,603,s_4184,signup,Google Ads,47626205
2025-10-13 17:02:40,1082,s_4185,signup,Referral,24708607
2025-10-21 17:39:59,4268,s_4186,purchase,Referral,37319016
2025-10-21 03:52:31,4356,s_4187,quote_view,Social,9824196
2025-10-07 21:58:59,25,s_4188,quote_view,Organic,22348296
2025-10-01 19:15:53,198,s_4189,quote_view,Social,26383242
2025-10-23 08:07:17,2627,s_4190,policy_click,Social,46832421
2025-10-14 02:19:26,423,s_4191,quote_view,Organic,37055215
2025-10-08 20:54:10,1142,s_4192,quote_view,SMS,44677823
2025-10-04 10:11:46,2054,s_4193,signup,Google Ads,25610407
2025-10-09 00:27:39,1121,s_4194,signup,Referral,39103757
2025-10-30 20:12:36,4168,s_4195,signup,Google Ads,41764279
2025-10-17 18:37:42,4528,s_4196,quote_view,Google Ads,23949669
2025-10-24 14:38:23,4476,s_4197,signup,Referral,45593081
2025-10-23 12:19:48,1794,s_4198,purchase,Organic,38077178
2025-10-21 08:38:53,4904,s_4199,signup,Referral,10944986
2025-10-13 17:07:05,56,s_4200,purchase,Organic,20127226
2025-10-07 17:00:49,2264,s_4201,policy_click,Organic,19932206
2025-10-08 19:56:58,21,s_4202,purchase,Social,7463838
2025-10-24 22:59:06,3699,s_4203,purchase,SMS,30943569
2025-10-12 02:23:32,291,s_4204,policy_click,Social,9146128
2025-10-24 12:57:44,1995,s_4205,purchase,SMS,10852362
2025-10-06 09:09:04,835,s_4206,quote_view,Organic,45845131
2025-10-10 02:08:54,4284,s_4207,quote_view,Social,46307342
2025-10-23 20:52:55,4310,s_4208,signup,Google Ads,7409796
2025-10-15 11:39:50,1915,s_4209,signup,Referral,25486942
2025-10-25 05:54:49,2602,s_4210,signup,Referral,48224585
2025-10-21 22:59:35,1502,s_4211,signup,Referral,42715970
2025-10-10 22:07:43,3322,s_4212,quote_view,SMS,27066187
2025-10-29 23:10:32,4689,s_4213,signup,Referral,48834203
2025-10-04 08:36:22,4137,s_4214,purchase,SMS,27992331
2025-10-03 17:25:30,20,s_4215,policy_click,SMS,45675945
2025-10-23 14:12:24,1033,s_4216,purchase,SMS,7133341
2025-10-28 09:53:52,825,s_4217,policy_click,Google Ads,18501202
2025-10-14 09:25:22,3275,s_4218,quote_view,Organic,34115284
2025-10-18 20:43:01,3662,s_4219,policy_click,Google Ads,41840656
2025-10-07 09:15:19,3794,s_4220,signup,Organic,25199437
2025-10-12 09:37:23,748,s_4221,quote_view,Google Ads,41531302
2025-10-30 19:31:43,4082,s_4222,signup,SMS,9785906
2025-10-23 08:37:03,2367,s_4223,purchase,Organic,6835338
2025-10-26 18:45:26,968,s_4224,purchase,Referral,45957809
2025-10-09 09:16:08,3548,s_4225,signup,Google Ads,38927430
2025-10-08 13:30:20,4348,s_4226,policy_click,Organic,27312640
2025-10-17 00:21:54,4436,s_4227,purchase,Referral,24522024
2025-10-08 18:10:47,2799,s_4228,policy_click,Social,31279174
2025-10-19 03:28:12,3016,s_4229,purchase,SMS,17472717
2025-10-07 01:38:59,1805,s_4230,signup,Google Ads,44295759
2025-10-18 11:55:18,2679,s_4231,signup,Google Ads,38457807
2025-10-15 15:26:59,2024,s_4232,purchase,Social,31650452
2025-10-16 01:34:52,401,s_4233,purchase,Organic,36799633
2025-10-04 08:43:55,2419,s_4234,policy_click,Google Ads,37970140
2025-10-07 11:19:28,4433,s_4235,policy_click,Google Ads,36690105
2025-10-15 08:20:13,1924,s_4236,policy_click,Google Ads,44468412
2025-10-29 14:12:32,1369,s_4237,signup,Google Ads,45205676
2025-10-05 01:10:29,2321,s_4238,purchase,Social,7607888
2025-10-23 04:11:23,3325,s_4239,quote_view,SMS,14989118
2025-10-14 05:36:57,1878,s_4240,policy_click,Google Ads,19192186
2025-10-21 11:53:46,2688,s_4241,quote_view,Social,30284462
2025-10-23 22:44:33,1398,s_4242,signup,Referral,27623662
2025-10-19 02:05:12,3676,s_4243,policy_click,Google Ads,45279813
2025-10-23 06:11:39,1920,s_4244,policy_click,Organic,40980063
2025-10-19 14:04:29,6,s_4245,quote_view,Social,10168414
2025-10-15 21:21:19,586,s_4246,quote_view,Organic,17959482
2025-10-02 05:32:59,1522,s_4247,purchase,SMS,24596149
2025-10-08 16:27:31,3879,s_4248,quote_view,Referral,17168431
2025-10-25 09:15:08,3470,s_4249,signup,Organic,16176968
2025-10-08 11:59:18,822,s_4250,policy_click,Google Ads,24881474
2025-10-19 23:06:28,4334,s_4251,quote_view,Social,33824189
2025-10-18 09:17:38,3094,s_4252,signup,Referral,31913764
2025-10-29 09:35:32,3113,s_4253,quote_view,Social,24515974
2025-10-25 11:08:05,858,s_4254,quote_view,Referral,16953825
2025-10-07 00:59:30,2306,s_4255,quote_view,Organic,5540970
2025-10-02 03:03:37,2551,s_4256,purchase,SMS,13960732
2025-10-17 06:00:38,2187,s_4257,policy_click,Social,20781536
2025-10-13 14:30:05,1226,s_4258,policy_click,Google Ads,24476804
2025-10-18 06:51:58,2557,s_4259,policy_click,Social,47460835
2025-10-05 00:48:12,654,s_4260,purchase,SMS,45400462
2025-10-24 09:56:41,1340,s_4261,quote_view,Organic,37894584
2025-10-04 20:07:07,4557,s_4262,policy_click,Google Ads,42801161
2025-10-02 16:07:24,2718,s_4263,policy_click,Google Ads,22696579
2025-10-05 23:41:38,3393,s_4264,quote_view,Organic,10080038
2025-10-23 08:21:57,1063,s_4265,policy_click,Social,44493476
2025-10-20 06:23:08,4529,s_4266,quote_view,Google Ads,43205822
2025-10-30 14:08:01,2533,s_4267,purchase,Social,38510628
2025-10-01 13:46:14,1609,s_4268,policy_click,Social,26452588
2025-10-29 11:26:03,1082,s_4269,policy_click,Organic,21064869
2025-10-13 11:37:22,2649,s_4270,quote_view,SMS,33057183
2025-10-27 18:02:53,4751,s_4271,signup,SMS,46756375
2025-10-25 01:47:09,2655,s_4272,purchase,Social,38040723
2025-10-02 14:53:37,156,s_4273,policy_click,Organic,15929061
2025-10-01 08:10:18,4297,s_4274,quote_view,SMS,48333991
2025-10-07 15:29:22,3070,s_4275,purchase,Social,45439784
2025-10-02 12:15:38,1964,s_4276,quote_view,Google Ads,11227146
2025-10-24 13:05:28,4595,s_4277,signup,Google Ads,25579594
2025-10-03 11:21:39,1235,s_4278,policy_click,Referral,33028520
2025-10-15 14:17:21,1477,s_4279,signup,Referral,34765696
2025-10-30 07:16:02,3756,s_4280,policy_click,Referral,30224672
2025-10-03 23:31:10,831,s_4281,signup,SMS,20728066
2025-10-23 13:07:11,3729,s_4282,policy_click,Google Ads,44723520
2025-10-05 04:33:01,1343,s_4283,quote_view,Google Ads,44930310
2025-10-04 05:39:08,2165,s_4284,purchase,SMS,16721297
2025-10-20 01:04:53,2745,s_4285,policy_click,Google Ads,22533476
2025-10-06 04:40:34,4299,s_4286,policy_click,Google Ads,33083597
2025-10-25 20:25:51,1845,s_4287,quote_view,Social,5601258
2025-10-29 23:35:53,462,s_4288,signup,Google Ads,38056793
2025-10-27 08:23:03,2992,s_4289,policy_click,Social,47495187
2025-10-06 14:27:03,1579,s_4290,signup,Referral,25411022
2025-10-16 08:10:14,201,s_4291,quote_view,Organic,35809726
2025-10-12 00:53:38,516,s_4292,policy_click,Social,33038185
2025-10-23 01:02:37,4840,s_4293,purchase,Google Ads,10476108
2025-10-15 07:34:38,4971,s_4294,policy_click,Referral,31741391
2025-10-01 09:06:39,2397,s_4295,quote_view,Organic,7343465
2025-10-23 06:48:16,3232,s_4296,signup,Organic,15452801
2025-10-26 22:03:00,3697,s_4297,policy_click,Referral,23261696
2025-10-28 18:39:01,1276,s_4298,quote_view,Referral,17156445
2025-10-09 00:51:38,3294,s_4299,quote_view,Organic,39214943
2025-10-30 11:35:50,1630,s_4300,quote_view,Organic,29935618
2025-10-04 22:22:38,4019,s_4301,signup,Google Ads,17937732
2025-10-15 17:07:42,4490,s_4302,signup,Social,13596962
2025-10-24 19:53:56,2017,s_4303,purchase,Social,24889850
2025-10-25 09:59:32,167,s_4304,purchase,Organic,20665381
2025-10-04 05:54:16,976,s_4305,policy_click,Organic,35797311
2025-10-10 08:23:47,4548,s_4306,quote_view,SMS,10385577
2025-10-04 12:00:45,860,s_4307,purchase,Organic,41989319
2025-10-25 19:35:24,3945,s_4308,signup,Social,18243098
2025-10-14 01:43:49,210,s_4309,quote_view,Google Ads,47364009
2025-10-01 22:55:04,4864,s_4310,policy_click,SMS,39362795
2025-10-10 08:48:06,1609,s_4311,quote_view,Social,45851958
2025-10-04 20:28:44,214,s_4312,purchase,Google Ads,7009948
2025-10-05 06:23:22,3432,s_4313,purchase,SMS,22794853
2025-10-16 21:45:40,973,s_4314,quote_view,SMS,33887979
2025-10-23 06:36:38,3800,s_4315,signup,SMS,17242911
2025-10-23 09:33:24,304,s_4316,quote_view,SMS,45150511
2025-10-07 21:47:22,1836,s_4317,quote_view,SMS,12884367
2025-10-29 22:43:09,861,s_4318,quote_view,SMS,39066173
2025-10-02 08:43:01,4048,s_4319,quote_view,Referral,22271200
2025-10-07 01:54:21,1856,s_4320,quote_view,Google Ads,10851130
2025-10-22 02:17:28,3462,s_4321,signup,Social,10240189
2025-10-10 18:46:58,2168,s_4322,policy_click,Organic,9868970
2025-10-02 09:43:23,1634,s_4323,policy_click,Social,28281465
2025-10-21 11:25:47,2475,s_4324,purchase,Referral,32897241
2025-10-07 08:40:34,2378,s_4325,signup,Referral,44232098
2025-10-20 00:54:04,1751,s_4326,quote_view,SMS,40650556
2025-10-30 09:25:21,2683,s_4327,signup,Referral,20925418
2025-10-23 03:05:50,3412,s_4328,policy_click,Social,12683824
2025-10-22 07:23:00,4660,s_4329,quote_view,Referral,21185965
2025-10-22 19:04:31,4276,s_4330,signup,Social,46118423
2025-10-14 15:23:13,4386,s_4331,purchase,SMS,37285784
2025-10-18 10:22:38,4283,s_4332,policy_click,SMS,6767610
2025-10-20 19:27:18,486,s_4333,quote_view,Referral,22109350
2025-10-08 01:12:02,1361,s_4334,quote_view,Organic,32404578
2025-10-11 20:50:44,773,s_4335,quote_view,SMS,28995608
2025-10-25 19:34:16,3778,s_4336,quote_view,Google Ads,47339964
2025-10-13 17:48:16,1833,s_4337,quote_view,Google Ads,36896744
2025-10-10 01:28:04,1300,s_4338,quote_view,SMS,27761844
2025-10-10 03:10:31,182,s_4339,signup,Referral,43265318
2025-10-17 04:25:56,1263,s_4340,purchase,SMS,28591264
2025-10-09 13:34:39,3906,s_4341,signup,Referral,8776917
2025-10-09 05:38:45,146,s_4342,signup,Social,14793097
2025-10-15 08:01:43,3943,s_4343,quote_view,Organic,22182080
2025-10-15 20:30:25,1840,s_4344,quote_view,Organic,29061945
2025-10-26 19:11:22,4595,s_4345,signup,Social,34744173
2025-10-18 01:32:52,803,s_4346,policy_click,Social,7387813
2025-10-04 20:31:00,1999,s_4347,quote_view,Social,37649493
2025-10-21 03:15:36,3951,s_4348,quote_view,Organic,38831581
2025-10-23 14:50:01,1319,s_4349,policy_click,SMS,26030998
2025-10-15 21:03:43,4627,s_4350,signup,Google Ads,21906026
2025-10-02 16:00:15,3799,s_4351,policy_click,Referral,38763321
2025-10-26 10:58:14,2259,s_4352,quote_view,Google Ads,36582219
2025-10-16 09:19:16,2941,s_4353,purchase,Referral,16665746
2025-10-18 22:02:40,4062,s_4354,policy_click,Organic,27423962
2025-10-05 11:26:44,2053,s_4355,policy_click,SMS,13659865
2025-10-22 12:44:48,3853,s_4356,quote_view,Google Ads,27679643
2025-10-26 17:02:53,216,s_4357,policy_click,Social,26636938
2025-10-14 00:44:54,786,s_4358,quote_view,Social,49719041
2025-10-23 18:27:19,1636,s_4359,purchase,Social,40919440
